Last_Update,Country_Region,Year,Confirmed,Deaths,Incident_Rate,Case_Fatality_Ratio
2020-04-01 21:58:34,Latvia,2020,446.0,0.0,0.0,0.0
2020-04-01 21:58:34,Lithuania,2020,397.0,6.0,0.0,0.0
2020-04-01 21:58:34,Luxembourg,2020,2319.0,29.0,0.0,0.0
2020-04-01 21:58:34,Malta,2020,188.0,0.0,0.0,0.0
2020-04-01 21:58:34,Netherlands,2020,13696.0,1175.0,0.0,0.0
2020-04-01 21:58:34,Poland,2020,2554.0,43.0,0.0,0.0
2020-04-01 21:58:34,Portugal,2020,8251.0,187.0,0.0,0.0
2020-04-01 21:58:34,Romania,2020,2460.0,92.0,0.0,0.0
2020-04-01 21:58:34,Slovakia,2020,400.0,1.0,0.0,0.0
2020-04-01 21:58:34,Slovenia,2020,841.0,15.0,0.0,0.0
2020-04-01 21:58:34,Spain,2020,104118.0,9387.0,0.0,0.0
2020-04-01 21:58:34,Sweden,2020,4947.0,239.0,0.0,0.0
2020-04-02 23:25:00,Austria,2020,10486.0,174.0,0.0,0.0
2020-04-02 23:25:00,Belgium,2020,15348.0,1011.0,0.0,0.0
2020-04-02 23:25:00,Bulgaria,2020,457.0,10.0,0.0,0.0
2020-04-02 23:25:00,Croatia,2020,1011.0,7.0,0.0,0.0
2020-04-02 23:25:00,Cyprus,2020,320.0,9.0,0.0,0.0
2020-04-02 23:25:00,Czechia,2020,3858.0,44.0,0.0,0.0
2020-04-02 23:25:00,Denmark,2020,3573.0,123.0,0.0,0.0
2020-04-02 23:25:00,Estonia,2020,858.0,11.0,0.0,0.0
2020-04-02 23:25:00,Finland,2020,1946.0,62.0,0.0,0.0
2020-04-02 23:25:00,France,2020,59227.0,5388.0,0.0,0.0
2020-04-02 23:25:00,Germany,2020,84794.0,1107.0,0.0,0.0
2020-04-02 23:25:00,Greece,2020,1156.0,38.0,0.0,0.0
2020-04-02 23:25:00,Hungary,2020,585.0,21.0,0.0,0.0
2020-04-02 23:25:00,Ireland,2020,3849.0,98.0,0.0,0.0
2020-04-02 23:25:00,Italy,2020,115242.0,13915.0,0.0,0.0
2020-04-02 23:25:00,Latvia,2020,458.0,0.0,0.0,0.0
2020-04-02 23:25:00,Lithuania,2020,470.0,6.0,0.0,0.0
2020-04-02 23:25:00,Luxembourg,2020,2487.0,30.0,0.0,0.0
2020-04-02 23:25:00,Malta,2020,196.0,0.0,0.0,0.0
2020-04-02 23:25:00,Netherlands,2020,14788.0,1341.0,0.0,0.0
2020-04-02 23:25:00,Poland,2020,2946.0,57.0,0.0,0.0
2020-04-02 23:25:00,Portugal,2020,9034.0,209.0,0.0,0.0
2020-04-02 23:25:00,Romania,2020,2738.0,115.0,0.0,0.0
2020-04-02 23:25:00,Slovakia,2020,426.0,1.0,0.0,0.0
2020-04-02 23:25:00,Slovenia,2020,897.0,17.0,0.0,0.0
2020-04-02 23:25:00,Spain,2020,112065.0,10348.0,0.0,0.0
2020-04-02 23:25:00,Sweden,2020,5568.0,308.0,0.0,0.0
2020-04-03 22:46:20,Austria,2020,11035.0,185.0,0.0,0.0
2020-04-03 22:46:20,Belgium,2020,16770.0,1143.0,0.0,0.0
2020-04-03 22:46:20,Bulgaria,2020,485.0,14.0,0.0,0.0
2020-04-03 22:46:20,Croatia,2020,1079.0,8.0,0.0,0.0
2020-04-03 22:46:20,Cyprus,2020,356.0,9.0,0.0,0.0
2020-04-03 22:46:20,Czechia,2020,4091.0,53.0,0.0,0.0
2020-04-03 22:46:20,Denmark,2020,3946.0,139.0,0.0,0.0
2020-04-03 22:46:20,Estonia,2020,961.0,12.0,0.0,0.0
2020-04-03 22:46:20,Finland,2020,2107.0,68.0,0.0,0.0
2020-04-03 22:46:20,France,2020,64452.0,6510.0,0.0,0.0
2020-04-03 22:46:20,Germany,2020,91159.0,1275.0,0.0,0.0
2020-04-03 22:46:20,Greece,2020,1613.0,59.0,0.0,0.0
